,ALPHANUMERIC_CODE,STATION_NAME_ENGLISH,STATION_NAME_CHINESE,LINE_ENGLISH,LINE_CHINESE,LINE_COLOR,OPENING_DATE,TRANSPORT_TYPE,SEARCHVAL,BLK_NO,ROAD_NAME,BUILDING,ADDRESS,POSTAL,X,Y,LATITUDE,LONGITUDE
162,BP1,Choa Chu Kang,蔡厝港,Bukit Panjang LRT,榜鹅轻轨线,Grey,11/6/1999,LRT,CHOA CHU KANG LRT STATION (BP1),15,CHOA CHU KANG AVENUE 4,CHOA CHU KANG LRT STATION (BP1),15 CHOA CHU KANG AVENUE 4 CHOA CHU KANG LRT STATION (BP1) SINGAPORE 689813,689813,18119.82055,40744.91842,1.384755411,103.7445377
163,BP2,South View,南景,Bukit Panjang LRT,武吉班让轻轨线,Grey,11/6/1999,LRT,SOUTH VIEW LRT STATION (BP2),50,CHOA CHU KANG WAY,SOUTH VIEW LRT STATION (BP2),50 CHOA CHU KANG WAY SOUTH VIEW LRT STATION (BP2) SINGAPORE 688265,688265,18203.72428,40252.06862,1.380298287,103.7452918
164,BP3,Keat Hong,吉丰,Bukit Panjang LRT,武吉班让轻轨线,Grey,11/6/1999,LRT,KEAT HONG LRT STATION (BP3),30,CHOA CHU KANG WAY,KEAT HONG LRT STATION (BP3),30 CHOA CHU KANG WAY KEAT HONG LRT STATION (BP3) SINGAPORE 688266,688266,18622.58934,40064.62469,1.378603251,103.7490557
165,BP4,Teck Whye,德惠,Bukit Panjang LRT,武吉班让轻轨线,Grey,11/6/1999,LRT,TECK WHYE LRT STATION (BP4),10,CHOA CHU KANG WAY,TECK WHYE LRT STATION (BP4),10 CHOA CHU KANG WAY TECK WHYE LRT STATION (BP4) SINGAPORE 688267,688267,19140.80002,39852.46077,1.376684679,103.7537122
166,BP5,Phoenix,凤凰,Bukit Panjang LRT,武吉班让轻轨线,Grey,11/6/1999,LRT,PHOENIX LRT STATION (BP5),40,CHOA CHU KANG ROAD,PHOENIX LRT STATION (BP5),40 CHOA CHU KANG ROAD PHOENIX LRT STATION (BP5) SINGAPORE 689483,689483,19617.48816,40065.94041,1.378615451,103.7579956
167,BP6,Bukit Panjang,武吉班让,Bukit Panjang LRT,武吉班让轻轨线,Grey,11/6/1999,LRT,BUKIT PANJANG LRT STATION (BP6),11,PETIR ROAD,BUKIT PANJANG LRT STATION (BP6),11 PETIR ROAD BUKIT PANJANG LRT STATION (BP6) SINGAPORE 678268,678268,20185.87304,39989.79161,1.377926946,103.7631029
168,BP7,Petir,柏提,Bukit Panjang LRT,武吉班让轻轨线,Grey,11/6/1999,LRT,PETIR LRT STATION (BP7),31,PETIR ROAD,PETIR LRT STATION (BP7),31 PETIR ROAD PETIR LRT STATION (BP7) SINGAPORE 678269,678269,20580.14797,39972.65182,1.377772043,103.7666458
169,BP8,Pending,秉定,Bukit Panjang LRT,武吉班让轻轨线,Grey,11/6/1999,LRT,PENDING LRT STATION (BP8),9,PENDING ROAD,PENDING LRT STATION (BP8),9 PENDING ROAD PENDING LRT STATION (BP8) SINGAPORE 678296,678296,21093.77925,39791.70418,1.376135743,103.7712612
170,BP9,Bangkit,万吉,Bukit Panjang LRT,武吉班让轻轨线,Grey,11/6/1999,LRT,BANGKIT LRT STATION (BP9),20,BUKIT PANJANG RING ROAD,BANGKIT LRT STATION (BP9),20 BUKIT PANJANG RING ROAD BANGKIT LRT STATION (BP9) SINGAPORE 679939,679939,21248.05659,40221.44841,1.38002223,103.7726474
171,BP10,Fajar,法嘉,Bukit Panjang LRT,武吉班让轻轨线,Grey,11/6/1999,LRT,FAJAR LRT STATION (BP10),40,FAJAR ROAD,FAJAR LRT STATION (BP10),40 FAJAR ROAD FAJAR LRT STATION (BP10) SINGAPORE 679004,679004,21052.18744,40724.67434,1.384573177,103.7708872
172,BP11,Segar,实加,Bukit Panjang LRT,武吉班让轻轨线,Grey,11/6/1999,LRT,SEGAR LRT STATION (BP11),50,BUKIT PANJANG RING ROAD,SEGAR LRT STATION (BP11),50 BUKIT PANJANG RING ROAD SEGAR LRT STATION (BP11) SINGAPORE 679940,679940,20908.91043,41079.83508,1.387785087,103.7695997
173,BP12,Jelapang,泽拉邦,Bukit Panjang LRT,武吉班让轻轨线,Grey,11/6/1999,LRT,JELAPANG LRT STATION (BP12),70,BUKIT PANJANG RING ROAD,JELAPANG LRT STATION (BP12),70 BUKIT PANJANG RING ROAD JELAPANG LRT STATION (BP12) SINGAPORE 679941,679941,20345.17111,40964.20969,1.38673927,103.7645341
174,BP13,Senja,信佳,Bukit Panjang LRT,武吉班让轻轨线,Grey,11/6/1999,LRT,SENJA LRT STATION (BP13),90,BUKIT PANJANG RING ROAD,SENJA LRT STATION (BP13),90 BUKIT PANJANG RING ROAD SENJA LRT STATION (BP13) SINGAPORE 679942,679942,20101.4576,40520.39106,1.382725471,103.7623443
175,STC,Sengkang,盛港,Sengkang LRT,武吉班让轻轨线,Grey,1/18/2003,LRT,SENGKANG LRT STATION (STC),5,SENGKANG SQUARE,SENGKANG LRT STATION (STC),5 SENGKANG SQUARE SENGKANG LRT STATION (STC) SINGAPORE 545062,545062,34913.58786,41502.6997,1.391609364,103.8954426
176,SE1,Compassvale,康埔桦,Sengkang LRT,盛港轻轨线,Grey,1/18/2003,LRT,COMPASSVALE LRT STATION (SE1),10,COMPASSVALE STREET,COMPASSVALE LRT STATION (SE1),10 COMPASSVALE STREET COMPASSVALE LRT STATION (SE1) SINGAPORE 545055,545055,35475.56314,41821.57811,1.394493045,103.9004925
177,SE2,Rumbia,棕美,Sengkang LRT,盛港轻轨线,Grey,1/18/2003,LRT,RUMBIA LRT STATION (SE2),70,RIVERVALE DRIVE,RUMBIA LRT STATION (SE2),70 RIVERVALE DRIVE RUMBIA LRT STATION (SE2) SINGAPORE 545054,545054,36085.55239,41487.15663,1.391468495,103.9059736
178,SE3,Bakau,码高,Sengkang LRT,盛港轻轨线,Grey,1/18/2003,LRT,BAKAU LRT STATION (SE3),50,RIVERVALE DRIVE,BAKAU LRT STATION (SE3),50 RIVERVALE DRIVE BAKAU LRT STATION (SE3) SINGAPORE 545053,545053,36023.43334,41102.99669,1.387994311,103.9054153
179,SE4,Kangkar,港脚,Sengkang LRT,盛港轻轨线,Grey,1/18/2003,LRT,KANGKAR LRT STATION (SE4),20,RIVERVALE DRIVE,KANGKAR LRT STATION (SE4),20 RIVERVALE DRIVE KANGKAR LRT STATION (SE4) SINGAPORE 545052,545052,35668.44819,40656.79455,1.383959117,103.9022254
180,SE5,Ranggung,兰岗,Sengkang LRT,盛港轻轨线,Grey,1/18/2003,LRT,RANGGUNG LRT STATION (SE5),30,SENGKANG EAST AVENUE,RANGGUNG LRT STATION (SE5),30 SENGKANG EAST AVENUE RANGGUNG LRT STATION (SE5) SINGAPORE 545046,545046,35108.59401,40687.12534,1.384233559,103.8971947
181,SW1,Cheng Lim,振林,Sengkang LRT,盛港轻轨线,Grey,1/1/2013,LRT,CHENG LIM LRT STATION (SW1),5,ANCHORVALE STREET,CHENG LIM LRT STATION (SW1),5 ANCHORVALE STREET CHENG LIM LRT STATION (SW1) SINGAPORE 545047,545047,34730.4629,42018.88883,1.396277633,103.8937972
182,SW2,Farmway,农道,Sengkang LRT,盛港轻轨线,Grey,11/15/2007,LRT,FARMWAY LRT STATION (SW2),35,ANCHORVALE STREET,FARMWAY LRT STATION (SW2),35 ANCHORVALE STREET FARMWAY LRT STATION (SW2) SINGAPORE 545048,545048,34230.52083,42117.57154,1.397170196,103.8893048
183,SW3,Kupang,古邦,Sengkang LRT,盛港轻轨线,Grey,6/27/2015,LRT,KUPANG LRT STATION (SW3),60,FERNVALE STREET,KUPANG LRT STATION (SW3),60 FERNVALE STREET KUPANG LRT STATION (SW3) SINGAPORE 797697,797697,33334.81643,42232.84101,1.39821283,103.8812562
184,SW4,Thanggam,丹甘,Sengkang LRT,盛港轻轨线,Grey,1/29/2005,LRT,THANGGAM LRT STATION (SW4),40,FERNVALE ROAD,THANGGAM LRT STATION (SW4),40 FERNVALE ROAD THANGGAM LRT STATION (SW4) SINGAPORE 797699,797699,32709.26871,42133.90039,1.397318156,103.8756352
185,SW5,Fernvale,芬微,Sengkang LRT,盛港轻轨线,Grey,1/29/2005,LRT,FERNVALE LRT STATION (SW5),10,FERNVALE ROAD,FERNVALE LRT STATION (SW5),10 FERNVALE ROAD FERNVALE LRT STATION (SW5) SINGAPORE 797698,797698,32784.22797,41533.22941,1.391885892,103.8763086
186,SW6,Layar,拉雅,Sengkang LRT,盛港轻轨线,Grey,1/29/2005,LRT,LAYAR LRT STATION (SW6),11,SENGKANG WEST AVENUE,LAYAR LRT STATION (SW6),11 SENGKANG WEST AVENUE LAYAR LRT STATION (SW6) SINGAPORE 797700,797700,33198.32332,41554.68266,1.392079837,103.8800296
187,SW7,Tongkang,同港,Sengkang LRT,盛港轻轨线,Grey,1/29/2005,LRT,TONGKANG LRT STATION (SW7),80,SENGKANG EAST AVENUE,TONGKANG LRT STATION (SW7),80 SENGKANG EAST AVENUE TONGKANG LRT STATION (SW7) SINGAPORE 545050,545050,33845.41322,41252.6176,1.389347947,103.8858442
188,SW8,Renjong,仁宗,Sengkang LRT,盛港轻轨线,Grey,1/29/2005,LRT,RENJONG LRT STATION (SW8),60,SENGKANG EAST AVENUE,RENJONG LRT STATION (SW8),60 SENGKANG EAST AVENUE RENJONG LRT STATION (SW8) SINGAPORE 545049,545049,34377.05695,40959.89853,1.38670059,103.8906213
189,PTC,Punggol,榜鹅,Punggol LRT,盛港轻轨线,Grey,1/29/2005,LRT,PUNGGOL LRT STATION (PTC),70,PUNGGOL CENTRAL,PUNGGOL LRT STATION (PTC),70 PUNGGOL CENTRAL PUNGGOL LRT STATION (PTC) SINGAPORE 828868,828868,35689.13899,43004.92022,1.405194701,103.9024119
190,PE1,Cove,海湾,Punggol LRT,榜鹅轻轨线,Grey,1/29/2005,LRT,COVE LRT STATION (PE1),50,PUNGGOL FIELD,COVE LRT STATION (PE1),50 PUNGGOL FIELD COVE LRT STATION (PE1) SINGAPORE 828858,828858,36084.22898,42351.13377,1.399281988,103.9059619
191,PE2,Meridian,丽园,Punggol LRT,榜鹅轻轨线,Grey,1/29/2005,LRT,MERIDIAN LRT STATION (PE2),60,PUNGGOL FIELD,MERIDIAN LRT STATION (PE2),60 PUNGGOL FIELD MERIDIAN LRT STATION (PE2) SINGAPORE 828857,828857,36416.79334,42089.08825,1.39691205,103.9089502
192,PE3,Coral Edge,珊瑚,Punggol LRT,榜鹅轻轨线,Grey,1/29/2005,LRT,CORAL EDGE LRT STATION (PE3),70,PUNGGOL FIELD,CORAL EDGE LRT STATION (PE3),70 PUNGGOL FIELD CORAL EDGE LRT STATION (PE3) SINGAPORE 828856,828856,36820.84447,41757.06448,1.393909229,103.9125808
193,PE4,Riviera,里维拉,Punggol LRT,榜鹅轻轨线,Grey,1/29/2005,LRT,RIVIERA LRT STATION (PE4),40,PUNGGOL EAST,RIVIERA LRT STATION (PE4),40 PUNGGOL EAST RIVIERA LRT STATION (PE4) SINGAPORE 828852,828852,37220.19903,41824.59056,1.394519785,103.9161694
194,PE5,Kadaloor,卡达鲁,Punggol LRT,榜鹅轻轨线,Grey,1/29/2005,LRT,KADALOOR LRT STATION (PE5),60,PUNGGOL DRIVE,KADALOOR LRT STATION (PE5),60 PUNGGOL DRIVE KADALOOR LRT STATION (PE5) SINGAPORE 828853,828853,37265.31667,42376.28659,1.399509106,103.916575
195,PE6,Oasis,绿洲,Punggol LRT,榜鹅轻轨线,Grey,6/15/2007,LRT,OASIS LRT STATION (PE6),50,PUNGGOL DRIVE,OASIS LRT STATION (PE6),50 PUNGGOL DRIVE OASIS LRT STATION (PE6) SINGAPORE 828854,828854,36837.11744,42683.40205,1.40228668,103.9127274
196,PE7,Damai,达迈,Punggol LRT,榜鹅轻轨线,Grey,6/20/2011,LRT,DAMAI LRT STATION (PE7),40,PUNGGOL DRIVE,DAMAI LRT STATION (PE7),40 PUNGGOL DRIVE DAMAI LRT STATION (PE7) SINGAPORE 828855,828855,36378.18268,43009.37942,1.405234836,103.9086035
197,PW1,Sam Kee,三记,Punggol LRT,榜鹅轻轨线,Grey,2/29/2016,LRT,SAM KEE LRT STATION (PW1),10,SENTUL CRESCENT,SAM KEE LRT STATION (PW1),10 SENTUL CRESCENT SAM KEE LRT STATION (PW1) SINGAPORE 828851,828851,35958.39671,43493.44702,1.409612685,103.9048316
198,PW3,Punggol Point,榜鹅坊,Punggol LRT,榜鹅轻轨线,Grey,12/29/2016,LRT,PUNGGOL POINT LRT STATION (PW3),81,PUNGGOL WAY,PUNGGOL POINT LRT STATION (PW3),81 PUNGGOL WAY PUNGGOL POINT LRT STATION (PW3) SINGAPORE 828644,828644,36160.82747,44293.55608,1.41684852,103.9066508
199,PW4,Samudera,山姆,Punggol LRT,榜鹅轻轨线,Grey,3/31/2017,LRT,SAMUDERA LRT STATION (PW4),61,PUNGGOL WAY,SAMUDERA LRT STATION (PW4),61 PUNGGOL WAY SAMUDERA LRT STATION (PW4) SINGAPORE 828645,828645,35660.65979,44188.84844,1.415901722,103.9021563
200,PW5,Nibong,尼蒙,Punggol LRT,榜鹅轻轨线,Grey,6/29/2014,LRT,NIBONG LRT STATION (PW5),41,PUNGGOL WAY,NIBONG LRT STATION (PW5),41 PUNGGOL WAY NIBONG LRT STATION (PW5) SINGAPORE 828862,828862,35458.4814,43741.31838,1.411854477,103.9003395
201,PW6,Sumang,苏芒,Punggol LRT,榜鹅轻轨线,Grey,6/29/2014,LRT,SUMANG LRT STATION (PW6),31,PUNGGOL WAY,SUMANG LRT STATION (PW6),31 PUNGGOL WAY SUMANG LRT STATION (PW6) SINGAPORE 828863,828863,35260.29139,43365.13011,1.408452419,103.8985585
202,PW7,Soo Teck,树德,Punggol LRT,榜鹅轻轨线,Grey,6/29/2014,LRT,SOO TECK LRT STATION (PW7),21,PUNGGOL WAY,SOO TECK LRT STATION (PW7),21 PUNGGOL WAY SOO TECK LRT STATION (PW7) SINGAPORE 828864,828864,35119.198,43019.12583,1.405323319,103.8972905
